Title,"HE student enrolments by CAH level 1 subject, sex, first year marker, level of study, mode of study and country of HE provider",,,,,,
Location,UK,,,,,,
Academic years,2019/20,,,,,,
Data source,HESA,,,,,,
Data collection,"051,054",,,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/sb258/figure-13,,,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/sb258/figure-13.csv,,,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,,,
Code page,Unicode UTF-8,,,,,,
Disclaimer,Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count.,,,,,,
2019/20 total,2532385,,,,,,
,,,,,,,
Last updated,Jan-21,,,,,,
,,,,,,,
CAH level 1,First year marker,Level of study,Mode of study,Country of HE provider,Sex,Academic Year,Number
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Full-time,All,Male,2019/20,50
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Full-time,All,Other,2019/20,5
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Full-time,All,Total,2019/20,165
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Part-time,All,Female,2019/20,65
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Part-time,All,Male,2019/20,55
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Part-time,All,Other,2019/20,0
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Part-time,All,Total,2019/20,120
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),All,England,Female,2019/20,100
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),All,England,Male,2019/20,70
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),All,England,Other,2019/20,5
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),All,England,Total,2019/20,170
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Full-time,England,Female,2019/20,60
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Full-time,England,Male,2019/20,35
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Full-time,England,Other,2019/20,5
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Full-time,England,Total,2019/20,100
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Part-time,England,Female,2019/20,40
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Part-time,England,Male,2019/20,35
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Part-time,England,Other,2019/20,0
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Part-time,England,Total,2019/20,75
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),All,Scotland,Female,2019/20,80
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),All,Scotland,Male,2019/20,35
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),All,Scotland,Other,2019/20,0
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),All,Scotland,Total,2019/20,110
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Full-time,Scotland,Female,2019/20,50
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Full-time,Scotland,Male,2019/20,15
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Full-time,Scotland,Other,2019/20,0
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Full-time,Scotland,Total,2019/20,65
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Part-time,Scotland,Female,2019/20,25
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Part-time,Scotland,Male,2019/20,20
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Part-time,Scotland,Other,2019/20,0
14 Humanities and liberal arts (non-specific),All,Postgraduate (research),Part-time,Scotland,Total,2019/20,45
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),All,All,Female,2019/20,65
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),All,All,Male,2019/20,35
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),All,All,Other,2019/20,0
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),All,All,Total,2019/20,105
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Full-time,All,Female,2019/20,50
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Full-time,All,Male,2019/20,25
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Full-time,All,Other,2019/20,0
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Full-time,All,Total,2019/20,75
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Part-time,All,Female,2019/20,15
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Part-time,All,Male,2019/20,15
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Part-time,All,Other,2019/20,0
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Part-time,All,Total,2019/20,30
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),All,England,Female,2019/20,30
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),All,England,Male,2019/20,20
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),All,England,Other,2019/20,0
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),All,England,Total,2019/20,50
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Full-time,England,Female,2019/20,25
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Full-time,England,Male,2019/20,15
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Full-time,England,Other,2019/20,0
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Full-time,England,Total,2019/20,40
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Part-time,England,Female,2019/20,5
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Part-time,England,Male,2019/20,5
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Part-time,England,Other,2019/20,0
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Part-time,England,Total,2019/20,10
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),All,Scotland,Female,2019/20,40
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),All,Scotland,Male,2019/20,15
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),All,Scotland,Other,2019/20,0
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),All,Scotland,Total,2019/20,55
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Full-time,Scotland,Female,2019/20,25
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Full-time,Scotland,Male,2019/20,10
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Full-time,Scotland,Other,2019/20,0
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Full-time,Scotland,Total,2019/20,35
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Part-time,Scotland,Female,2019/20,10
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Part-time,Scotland,Male,2019/20,5
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Part-time,Scotland,Other,2019/20,0
14 Humanities and liberal arts (non-specific),First year,Postgraduate (research),Part-time,Scotland,Total,2019/20,20
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),All,All,Female,2019/20,110
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),All,All,Male,2019/20,65
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),All,All,Other,2019/20,5
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),All,All,Total,2019/20,180
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Full-time,All,Female,2019/20,60
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Full-time,All,Male,2019/20,25
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Full-time,All,Other,2019/20,5
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Full-time,All,Total,2019/20,90
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Part-time,All,Female,2019/20,50
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Part-time,All,Male,2019/20,40
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Part-time,All,Other,2019/20,0
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Part-time,All,Total,2019/20,90
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),All,England,Female,2019/20,70
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),All,England,Male,2019/20,50
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),All,England,Other,2019/20,5
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),All,England,Total,2019/20,120
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Full-time,England,Female,2019/20,40
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Full-time,England,Male,2019/20,20
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Full-time,England,Other,2019/20,5
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Full-time,England,Total,2019/20,60
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Part-time,England,Female,2019/20,35
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Part-time,England,Male,2019/20,30
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Part-time,England,Other,2019/20,0
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Part-time,England,Total,2019/20,60
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),All,Scotland,Female,2019/20,40
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),All,Scotland,Male,2019/20,15
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),All,Scotland,Other,2019/20,0
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),All,Scotland,Total,2019/20,55
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Full-time,Scotland,Female,2019/20,25
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Full-time,Scotland,Male,2019/20,5
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Full-time,Scotland,Other,2019/20,0
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Full-time,Scotland,Total,2019/20,30
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Part-time,Scotland,Female,2019/20,15
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Part-time,Scotland,Male,2019/20,10
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Part-time,Scotland,Other,2019/20,0
14 Humanities and liberal arts (non-specific),Other years,Postgraduate (research),Part-time,Scotland,Total,2019/20,25
14 Humanities and liberal arts (non-specific),All,Postgraduate (taught),All,All,Female,2019/20,210
14 Humanities and liberal arts (non-specific),All,Postgraduate (taught),All,All,Male,2019/20,85
14 Humanities and liberal arts (non-specific),All,Postgraduate (taught),All,All,Other,2019/20,0
